Symbol,Gene_symbol,IPI_accession,IPIs,Description,Protein_length,hESC_SpC,hNSC_SpC,NSAF_SpC_ratio,hESC_G_mean,hESC_Ln_NSAF,hESC_RSD_pct,hNSC_G_mean,hNSC_Ln_NSAF,hNSC_RSC_pct,t_test_p,color
NCLN,NCLN,IPI00470649,IPI00607732;IPI00470649,Isoform 1 of Nicalin,563,"( 51 ,55 ,86 )","( 34 ,43 ,72 )",1.296158656,0.000168996,-8.685636375,0.199594637,0.000130382,-8.945041385,1.90245206,0.058371998,gray
EEF2,EEF2,IPI00186290,IPI00186290,Elongation factor 2,858,"( 977.574 ,1140.72 ,1981.41 )","( 813.817 ,932.198 ,1454.93 )",1.239032535,0.002320177,-6.066111931,1.8056976,0.001872571,-6.280442793,1.423026237,0.058418157,gray
ANXA6,ANXA6,IPI00221226,IPI00002459;IPI00221226,Annexin A6,673,"( 207.549 ,220.297 ,376.776 )","( 186.679 ,208.63 ,299.209 )",1.120584939,0.000588076,-7.438654831,0.90426969,0.000524794,-7.552505647,0.443364878,0.058524921,gray
TK1,TK1,IPI00791117,IPI00794651;IPI00791117;IPI00299214,29 kDa protein,267,"( 14 ,16 ,32 )","( 7 ,13 ,9 )",2.020634442,0.000121155,-9.01844072,2.377467432,5.99588e-05,-9.721852263,4.243294442,0.058682233,gray
C6orf132,C6orf132,IPI00896427,IPI00896427,Isoform 1 of Uncharacterized protein C6orf132,1188,"( 11 ,11 ,4 )","( 2 ,2 ,1 )",4.862612446,1.01012e-05,-11.50285672,7.385770346,2.07732e-06,-13.08443255,4.670504395,0.058722226,gray
EPS15,EPS15,IPI00292134,IPI00292134,Isoform 1 of Epidermal growth factor receptor substrate 15,896,"( 23 ,23 ,28 )","( 14 ,19 ,23 )",1.320105385,4.18926e-05,-10.08040212,1.520787915,3.17343e-05,-10.35811369,0.975196858,0.058786376,gray
PES1,PES1,IPI00003768,IPI00554461;IPI00878536;IPI00003768,Isoform 1 of Pescadillo homolog,588,"( 19 ,24 ,29 )","( 14 ,19 ,23 )",1.272026952,6.15657e-05,-9.695405751,1.256800599,4.83997e-05,-9.936017405,1.030666451,0.058898323,gray
SSSCA1,SSSCA1,IPI00028412,IPI00028412,Sjoegren syndrome/scleroderma autoantigen 1,199,"( 30 ,38 ,25 )","( 10 ,17 ,10 )",2.516168644,0.000234605,-8.357609409,5.332673774,9.32388e-05,-9.280346774,4.524517605,0.059281495,gray
CALU,CALU,IPI00789155,IPI00941900;IPI00789155,"cDNA FLJ31776 fis, clone NT2RI2008141, highly similar to CALUMENIN",323,"( 99 ,65 ,141 )","( 116 ,144 ,169 )",0.673433613,0.000458101,-7.688421338,3.260076875,0.000680246,-7.293055479,1.060651791,0.059330127,gray
LAD1,LAD1,IPI00910275,IPI00514234;IPI00910275,Putative uncharacterized protein DKFZp686M21196,531,"( 9 ,14 ,5 )","( 2 ,2 ,0 )",6.68925764,2.46752e-05,-10.60971319,7.120991062,3.68878e-06,-12.51021609,8.090300819,0.059333684,gray
WDR45L,WDR45L,IPI00021329,IPI00021329,WD repeat domain phosphoinositide-interacting protein 3,344,"( 8 ,6 ,10 )","( 15 ,11 ,13 )",0.596869618,3.4788e-05,-10.26623693,1.788240952,5.82842e-05,-9.750180348,2.964275429,0.059348993,gray
CCT2,CCT2,IPI00297779,IPI00297779,T-complex protein 1 subunit beta,535,"( 392 ,443 ,609 )","( 349 ,411 ,514 )",1.108749833,0.001351003,-6.606907985,0.800617954,0.001218492,-6.710141089,0.648945763,0.059432262,gray
CLIP1,CLIP1,IPI00013455,IPI00027172;IPI00788776;IPI00217113;IPI00013455,Isoform 1 of CAP-Gly domain-containing linker protein 1,1438,"( 8 ,8 ,5 )","( 10 ,18.7895 ,17 )",0.414090828,7.60323e-06,-11.78693723,4.596597599,1.83613e-05,-10.90526729,2.041091211,0.059499548,gray
CRMP1,CRMP1,IPI00556376,IPI00967583;IPI00414123;IPI00556376,dihydropyrimidinase-related protein 1 isoform 1,686,"( 67.7556 ,101.594 ,71.7276 )","( 138.557 ,156.154 ,150.686 )",0.493129152,0.000176096,-8.644481178,4.4786682,0.000357099,-7.937497011,3.352148332,0.05953678,gray
MTDH,MTDH,IPI00328715,IPI00328715,Protein LYRIC,582,"( 28 ,35 ,42 )","( 23 ,25 ,25 )",1.396037829,9.06727e-05,-9.308254371,1.31858275,6.495e-05,-9.641892473,1.91355238,0.059542253,gray
DAP3,DAP3,IPI00018120,IPI00018120;IPI00910684,"28S ribosomal protein S29, mitochondrial",398,"( 36 ,33 ,51 )","( 21 ,32 ,38 )",1.31125192,0.00015083,-8.799358511,0.960093553,0.000115027,-9.070340856,1.752537983,0.059575184,gray
BAZ1B,BAZ1B,IPI00069817,IPI00069817;IPI00216695,Isoform 1 of Tyrosine-protein kinase BAZ1B,1483,"( 1 ,0 ,3 )","( 2 ,4 ,8 )",0.281348398,1.17977e-06,-13.65019196,5.024380541,4.19327e-06,-12.38203044,3.961605289,0.059615293,gray
VANGL2,VANGL2,IPI00029449,IPI00029449,Vang-like protein 2,521,"( 5 ,7 ,1 )","( 22 ,20 ,27 )",0.140937096,9.59606e-06,-11.55415818,11.27000318,6.80875e-05,-9.594716557,1.227488524,0.059658097,gray
TFB1M,TFB1M,IPI00291525,IPI00291525,"Dimethyladenosine transferase 1, mitochondrial",346,"( 7 ,12 ,5 )","( 3 ,2 ,2 )",3.21586071,3.30812e-05,-10.31654473,6.382047864,1.02869e-05,-11.48463977,3.59999955,0.059723144,gray
SPAG17,SPAG17,IPI00174345,IPI00174345,Sperm-associated antigen 17,2223,"( 0 ,0 ,3 )","( 3 ,2 ,6 )",0.27051627,6.24676e-07,-14.28603209,5.407449926,2.3092e-06,-12.97860906,3.087215029,0.05977069,gray
LRRC16A,LRRC16A,IPI00014843,IPI00014843;IPI00873593;IPI00748746;IPI00887902,Isoform 1 of Leucine-rich repeat-containing protein 16A,1371,"( 33 ,37 ,28 )","( 14 ,16 ,10 )",2.485111021,3.7489e-05,-10.19146314,4.113019419,1.50854e-05,-11.10178047,3.940529149,0.059811751,gray
TAOK1,TAOK1,IPI00002232,IPI00002232,Isoform 1 of Serine/threonine-protein kinase TAO1,1001,"( 7 ,3 ,2 )","( 15.2308 ,16.8421 ,11.5758 )",0.237757388,5.3075e-06,-12.14639034,7.183224433,2.23232e-05,-10.70988583,3.696529703,0.059999668,gray
THOC5,THOC5,IPI00299417,IPI00894183;IPI00892608;IPI00893079;IPI00299417,THO complex subunit 5 homolog,683,"( 3 ,0 ,2 )","( 5 ,15 ,7 )",0.179056827,3.31565e-06,-12.61685732,7.692722968,1.85173e-05,-10.89680526,5.620904791,0.06002868,gray
MANBA,MANBA,IPI00298793,IPI00298793;IPI00965393,Beta-mannosidase,879,"( 19 ,11 ,9 )","( 33 ,29 ,34 )",0.380249997,2.15066e-05,-10.74715038,5.728181082,5.65591e-05,-9.780224024,1.974064882,0.060147986,gray
ABHD14B,ABHD14B,IPI00063827,IPI00747859;IPI00167615;IPI00910706;IPI00908954;IPI00063827,Isoform 1 of Abhydrolase domain-containing protein 14B,210,"( 4 ,2 ,5 )","( 0 ,2 ,0 )",4.28562887,2.51817e-05,-10.58939351,3.781027174,5.87584e-06,-12.04466081,7.351032027,0.060168219,gray
C20orf117,C20orf117,IPI00797771,IPI00797771;IPI00942898;IPI00915294,Isoform 2 of Uncharacterized protein C20orf117,1661,"( 2 ,4 ,1 )","( 6 ,8 ,12 )",0.240296168,1.90409e-06,-13.17150862,7.159631556,7.92391e-06,-11.74562554,1.163917896,0.060296729,gray
EXOSC6,EXOSC6,IPI00073602,IPI00073602,Exosome complex exonuclease MTR3,272,"( 9 ,7 ,17 )","( 17 ,12 ,22 )",0.609798778,5.74912e-05,-9.763877895,2.425328788,9.4279e-05,-9.269251646,2.482087455,0.060344421,gray
TST,TST,IPI00216293,IPI00216293;IPI00878140,Thiosulfate sulfurtransferase,297,"( 5 ,5 ,0 )","( 26 ,25 ,25 )",0.089863585,1.19432e-05,-11.3353485,14.14324094,0.000132904,-8.925886017,2.588177024,0.060527192,gray
CAMKV,CAMKV,IPI00304600,IPI00304600;IPI00909727,Isoform 3 of CaM kinase-like vesicle-associated protein,470,"( 13 ,22 ,22 )","( 4 ,12 ,4 )",3.136639423,6.022e-05,-9.717505426,2.631867458,1.91989e-05,-10.86065741,6.640724758,0.060622691,gray
ZNF207,ZNF207,IPI00792837,IPI00935311;IPI00013457;IPI00219759;IPI00788670;IPI00792837,zinc finger protein 207 isoform c,494,"( 23 ,32 ,18 )","( 41 ,46 ,69 )",0.459050738,7.32089e-05,-9.522193736,5.440852253,0.000159479,-8.743599202,0.678260677,0.060776251,gray
IGF2BP1,IGF2BP1,IPI00008557,IPI00008557,Insulin-like growth factor 2 mRNA-binding protein 1,577,"( 192.484 ,251.475 ,313.703 )","( 228.994 ,317.706 ,432.096 )",0.771377264,0.000655945,-7.329433341,1.596981286,0.000850356,-7.069855634,1.818053778,0.060908291,gray
FAM82B,FAM82B,IPI00329696,IPI00329696;IPI00423441;IPI00792962,Regulator of microtubule dynamics protein 1,314,"( 8 ,11 ,16 )","( 11 ,16 ,28 )",0.648260191,5.47732e-05,-9.812309205,1.351232818,8.44926e-05,-9.378846072,2.754647559,0.060942179,gray
TFB2M,TFB2M,IPI00034069,IPI00034069,"Dimethyladenosine transferase 2, mitochondrial",396,"( 8 ,13 ,7 )","( 3 ,2 ,6 )",2.678453873,3.47208e-05,-10.26817165,5.114337066,1.2963e-05,-11.25341137,3.560851584,0.060994587,gray
SRP19,SRP19,IPI00295889,IPI00295889,Signal recognition particle 19 kDa protein,144,"( 16 ,15 ,18 )","( 11 ,9 ,14 )",1.436089684,0.000172865,-8.663000578,2.172979771,0.000120372,-9.024924501,1.694325875,0.060997457,gray
SNRNP40,SNRNP40,IPI00940685,IPI00940685,U5 small nuclear ribonucleoprotein 40 kDa protein,357,"( 15 ,30 ,22 )","( 41 ,43 ,41 )",0.5067658,9.19287e-05,-9.294497719,4.272371918,0.000181403,-8.614791404,2.598481463,0.061069725,gray
FDXACB1,ALG9;FDXACB1,IPI00967871,IPI00910234;IPI00642390;IPI00967582;IPI00967871;IPI00966203;IPI00645383;IPI00234857,96 kDa protein,843,"( 2 ,2 ,6 )","( 4 ,6 ,6 )",0.541033529,5.22359e-06,-12.16232585,3.061900995,9.65483e-06,-11.54805183,1.524547485,0.061092751,gray
DRG2,DRG2,IPI00022697,IPI00022697,Developmentally-regulated GTP-binding protein 2,364,"( 32 ,32.2909 ,53.2865 )","( 28 ,26 ,28 )",1.36917771,0.000159743,-8.741944901,0.45471277,0.000116671,-9.056155249,2.286844652,0.061251389,gray
FSTL1,FSTL1,IPI00029723,IPI00029723,Follistatin-related protein 1,308,"( 15 ,7 ,26 )","( 25 ,25 ,39 )",0.473893931,6.9355e-05,-9.576271922,5.184692302,0.000146351,-8.829500166,0.806555656,0.061265488,gray
MATR3,MATR3,IPI00789551,IPI00017297;IPI00966657;IPI00789551,Putative uncharacterized protein MATR3,895,"( 91 ,92 ,104 )","( 115 ,170.977 ,152 )",0.656105217,0.0001643,-8.713817825,2.070677501,0.000250417,-8.292383714,2.63015538,0.061377467,gray
SYN1,SYN1,IPI00300568,IPI00251507;IPI00300568,Isoform IA of Synapsin-1,705,"( 5.71429 ,6 ,4.57143 )","( 0 ,3 ,0 )",5.834127316,1.16889e-05,-11.3568705,3.579998891,2.00354e-06,-13.12059519,8.501897234,0.061409603,gray
PWP2,PWP2;C21orf33,IPI00300078,IPI00300078;IPI00793677;IPI00556044;IPI00916546;IPI00024913,Periodic tryptophan protein 2 homolog,919,"( 0 ,1 ,27 )","( 48 ,49 ,49 )",0.023073869,6.39264e-06,-11.96036394,21.48663817,0.000277051,-8.191309437,2.423401306,0.061701677,gray
EIF3B,EIF3B,IPI00719752,IPI00396370;IPI00719752,Isoform 2 of Eukaryotic translation initiation factor 3 subunit B,873,"( 222 ,228 ,368 )","( 169 ,207 ,314 )",1.172352068,0.000464093,-7.675424974,0.366059073,0.000395865,-7.834437019,1.319292207,0.061881269,gray
DENND1A,DENND1A,IPI00922655,IPI00922458;IPI00645340;IPI00449176;IPI00872202;IPI00165927;IPI00922655;IPI00170641;IPI00900334,"cDNA FLJ50169, highly similar to DENN domain-containing protein 1A",1020,"( 1 ,2 ,0 )","( 4 ,5 ,6 )",0.221209487,1.75392e-06,-13.25365801,7.679597667,7.92877e-06,-11.74501289,0.265349803,0.061913916,gray
RBM34,RBM34,IPI00181617,IPI00514231;IPI00930315;IPI00658072;IPI00181617;IPI00930357,Isoform 1 of RNA-binding protein 34,430,"( 0 ,2 ,0 )","( 4 ,2 ,6 )",0.210105233,2.82117e-06,-12.77835977,7.342192942,1.34274e-05,-11.21821301,4.258519123,0.061933807,gray
ERI3,ERI3,IPI00020701,IPI00020701;IPI00646456;IPI00888358;IPI00641679;IPI00644349;IPI00943355,Isoform 1 of ERI1 exoribonuclease 3,337,"( 2 ,4 ,5 )","( 4 ,6 ,11 )",0.52135626,1.55107e-05,-11.07398215,2.89935942,2.97506e-05,-10.42266049,2.874740529,0.062010568,gray
RPS12,RPS12,IPI00013917,IPI00013917,40S ribosomal protein S12,132,"( 171 ,188 ,319 )","( 140 ,131 ,245 )",1.294393905,0.002515637,-5.985229232,1.183666502,0.001943486,-6.24327179,2.545828689,0.062052995,gray
PCBP1,PCBP1,IPI00016610,IPI00016610,Poly(rC)-binding protein 1,356,"( 274.754 ,301.205 ,410.901 )","( 184.472 ,267.521 ,233.242 )",1.410666325,0.001390932,-6.577781518,0.89941023,0.00098601,-6.921843681,3.241793722,0.062053277,gray
PVRL1,PVRL1,IPI00003648,IPI00003648;IPI00218887;IPI00218888,Isoform Delta of Poliovirus receptor-related protein 1,517,"( 0 ,5 ,2 )","( 10 ,14 ,8 )",0.162068646,5.09862e-06,-12.18654047,9.380800642,3.14596e-05,-10.36680518,4.393499367,0.062105858,gray
TYMS,TYMS,IPI00221108,IPI00221108;IPI00642342,Thymidylate synthase,313,"( 24 ,23 ,50 )","( 38 ,36 ,85 )",0.609034416,0.000147923,-8.818821859,2.0274814,0.00024288,-8.322941358,3.398150076,0.062129931,gray
AGAP1,AGAP1,IPI00916750,IPI00916750;IPI00456242;IPI00456244;IPI00456246;IPI00917469,117 kDa protein,1069,"( 1 ,1 ,5 )","( 6 ,5 ,5.25 )",0.256387183,2.81667e-06,-12.77995393,4.541051389,1.0986e-05,-11.41888739,6.249909393,0.062267235,gray
GPRIN1,GPRIN1,IPI00332155,IPI00332155;IPI00744232,Isoform 1 of G protein-regulated inducer of neurite outgrowth 1,1008,"( 4 ,3 ,3 )","( 0 ,2 ,0 )",4.168870761,5.10326e-06,-12.18563003,3.170233306,1.22414e-06,-13.61327523,6.501371494,0.062383829,gray
ZMYM2,ZMYM2,IPI00294603,IPI00294603;IPI00646199;IPI00640771,Similar to Zinc finger MYM-type protein 5,1379,"( 38 ,38.9524 ,33 )","( 48 ,71 ,79 )",0.588625722,4.35794e-05,-10.04092611,3.148221831,7.40358e-05,-9.510961369,1.773476031,0.062464501,gray
ATP1B1,ATP1B1,IPI00747849,IPI00747849;IPI00871221,Isoform 1 of Sodium/potassium-transporting ATPase subunit beta-1,303,"( 33 ,29 ,58 )","( 20 ,14 ,37 )",1.72028941,0.000192418,-8.555842057,1.623675762,0.000111852,-9.098334595,3.738221578,0.062731502,gray
CFL1,CFL1,IPI00012011,IPI00012011,Cofilin-1,166,"( 138.958 ,108.915 ,249.794 )","( 237.793 ,175.385 ,407.668 )",0.595604961,0.001434333,-6.547055085,3.238834989,0.002408196,-6.028877435,4.641295165,0.062781385,gray
DYNLL2,DYNLL2,IPI00062037,IPI00062037,"Dynein light chain 2, cytoplasmic",89,"( 10.4444 ,10.35 ,31.7114 )","( 18.0833 ,60.4286 ,64.2936 )",0.359245822,0.000258939,-8.258918091,4.631161763,0.000720785,-7.235169708,8.011607984,0.062800426,gray
DALRD3,DALRD3;LOC100291552,IPI00385311,IPI00878727;IPI00796700;IPI00796826;IPI00927423;IPI00927636;IPI00924543;IPI00385311;IPI00938215;IPI00329164;IPI00167934;IPI00645243,Isoform 1 of DALR anticodon-binding domain-containing protein 3,543,"( 0 ,2 ,1 )","( 3 ,4 ,3 )",0.299972756,3.32425e-06,-12.61426553,5.826805683,1.10819e-05,-11.41020191,3.116545366,0.062859243,gray
MTA2,MTA2,IPI00171798,IPI00171798,Metastasis-associated protein MTA2,668,"( 11.4815 ,15.037 ,4.16 )","( 39.3231 ,28.6932 ,42.1379 )",0.243029577,2.04903e-05,-10.79555722,8.664129921,8.43121e-05,-9.38098509,2.383436793,0.063066318,gray
ATP1A2,ATP1A2,IPI00003021,IPI00003021;IPI00640401;IPI00908591;IPI00911028;IPI00647102,Sodium/potassium-transporting ATPase subunit alpha-2,1020,"( 7.90709 ,27.878 ,16.6311 )","( 34.4142 ,35.3652 ,54.7835 )",0.425768559,2.73713e-05,-10.50601615,5.489267429,6.42868e-05,-9.652156775,0.655514693,0.063190538,gray
PIGT,PIGT,IPI00100030,IPI00942773;IPI00401041;IPI00401043;IPI00100030;IPI00922677;IPI00922696,Isoform 1 of GPI transamidase component PIG-T,578,"( 2 ,0 ,3 )","( 3 ,5 ,10 )",0.26330284,3.81376e-06,-12.4768945,6.539481664,1.44843e-05,-11.14244408,3.561379235,0.063268975,gray
ERBB2,ERBB2,IPI00300384,IPI00845478;IPI00300384,Isoform 1 of Receptor tyrosine-protein kinase erbB-2,1255,"( 34 ,57.9649 ,58 )","( 21 ,35 ,30 )",1.701486488,5.91046e-05,-9.736202517,2.655925068,3.4737e-05,-10.26770479,2.459511696,0.063470457,gray
FOXK2,FOXK2,IPI00006029,IPI00220426;IPI00006029,Isoform 1 of Forkhead box protein K2,660,"( 5 ,4 ,8 )","( 9 ,11 ,8 )",0.576862257,1.2572e-05,-11.28404015,1.42763264,2.17937e-05,-10.73388838,3.14658192,0.063495633,gray
KLC1,KLC1;C14orf153,IPI00956296,IPI00956296;IPI00956585;IPI00956278;IPI00956501;IPI00472303;IPI00337465;IPI00020096;IPI00956542;IPI00394906;IPI00956709;IPI00397666;IPI00412642;IPI00956746;IPI00479424;IPI00921532;IPI00939690;IPI00956197;IPI00398708;IPI00956248;IPI00956615;IPI00956606;IPI00956285,84 kDa protein,732,"( 49.7879 ,41.1165 ,62.8935 )","( 50.1861 ,47.9458 ,108.79 )",0.633784371,0.000110653,-9.109114683,1.403149485,0.00017459,-8.653068192,3.26712634,0.06352594,gray
RSRC2,RSRC2,IPI00419791,IPI00848084;IPI00872476;IPI00872495;IPI00419791,Isoform 1 of Arginine/serine-rich coiled-coil protein 2,434,"( 18 ,14 ,33 )","( 9 ,15 ,15 )",1.574363033,7.13493e-05,-9.547923009,2.348782942,4.53195e-05,-10.00177378,2.121448267,0.063531161,gray
KPNB1,KPNB1,IPI00001639,IPI00001639,Importin subunit beta-1,876,"( 200 ,165 ,288 )","( 210 ,230 ,351 )",0.810634886,0.000369578,-7.903149579,1.626824476,0.000455911,-7.69321205,0.811332071,0.063681315,gray
PROM1,PROM1,IPI00012540,IPI00925712;IPI00941248;IPI00012540;IPI00926171;IPI00925225;IPI00925014;IPI00925467,Isoform 1 of Prominin-1,865,"( 18 ,25 ,18 )","( 3 ,12 ,8 )",2.989771922,3.54856e-05,-10.24638325,3.727466595,1.1869e-05,-11.34158035,5.669960889,0.064078395,gray
WIPI2,WIPI2,IPI00024056,IPI00024056;IPI00651631;IPI00657808;IPI00651628;IPI00651668;IPI00006533,Isoform 1 of WD repeat domain phosphoinositide-interacting protein 2,454,"( 2 ,6 ,3 )","( 13 ,10 ,8 )",0.333594585,1.16374e-05,-11.36128886,5.212115249,3.48848e-05,-10.26346002,4.479229573,0.064080313,gray
FBLN2,FBLN2,IPI00465038,IPI00465038;IPI00927720;IPI00023824;IPI00789451,fibulin-2 isoform a precursor,1231,"( 4 ,4 ,4 )","( 1 ,2 ,0 )",3.895584526,5.01483e-06,-12.20311056,2.260698501,1.28731e-06,-13.5629543,6.542558763,0.064122554,gray
RAB6B,RAB6B,IPI00016891,IPI00946019;IPI00016891,Ras-related protein Rab-6B,208,"( 1.5625 ,5.14286 ,3 )","( 5.33333 ,7.27273 ,16.8261 )",0.339005612,2.21289e-05,-10.7186277,5.933521378,6.52758e-05,-9.636889087,3.907623197,0.064148245,gray
YRDC,YRDC,IPI00384180,IPI00384180,"YrdC domain-containing protein, mitochondrial",279,"( 12 ,11 ,12 )","( 7 ,7 ,10 )",1.453653952,6.3859e-05,-9.658833294,2.589631564,4.393e-05,-10.03291365,0.520399105,0.064235404,gray
MYO5A,MYO5A,IPI00220154,IPI00936879;IPI00873959;IPI00220154;IPI00000807,Isoform 3 of Myosin-Va,1880,"( 0 ,8.8 ,0 )","( 19 ,15 ,19 )",0.07274831,1.05736e-06,-13.75973404,12.98567518,1.45345e-05,-11.13898443,1.970990876,0.064247075,gray
RERE,RERE,IPI00185027,IPI00479824;IPI00967727;IPI00185027,Isoform 1 of Arginine-glutamic acid dipeptide repeats protein,1566,"( 3 ,0 ,1 )","( 7 ,9 ,4 )",0.17755949,1.12468e-06,-13.69801315,7.420574073,6.3341e-06,-11.96956358,5.050610857,0.064290249,gray
RRAS2,RRAS2,IPI00012512,IPI00012512,"cDNA FLJ61162, highly similar to Ras-related protein R-Ras2",210,"( 37.2857 ,34.8 ,34 )","( 21.9231 ,14.1176 ,21.7 )",1.841197421,0.000257171,-8.265769836,3.681730524,0.000139676,-8.876185968,3.221170689,0.064458442,gray
NNT,NNT,IPI00337541,IPI00337541;IPI00963871,"NAD(P) transhydrogenase, mitochondrial",1086,"( 19 ,16 ,19 )","( 25 ,23 ,31 )",0.675264795,2.52515e-05,-10.5866249,2.308351846,3.7395e-05,-10.19397452,1.092704279,0.064479673,gray
MAP7,MAP7,IPI00022628,IPI00020771;IPI00797162;IPI00939172;IPI00874277;IPI00942205;IPI00022628,"cDNA FLJ50558, highly similar to Homo sapiens microtubule-associated protein 7 (MAP7), mRNA",771,"( 12 ,22 ,9 )","( 5 ,1 ,0 )",9.358172996,2.66756e-05,-10.53176168,6.34062841,2.85051e-06,-12.76801176,10.82520146,0.064526583,gray
OXA1L,OXA1L,IPI00014301,IPI00927841;IPI00395015;IPI00395016;IPI00924786;IPI00014301,Oxidase (Cytochrome c) assembly 1-like,496,"( 10 ,8 ,25 )","( 0 ,7 ,0 )",11.15829051,4.21464e-05,-10.0743612,4.164500645,3.77714e-06,-12.48654396,12.85557758,0.064537481,gray
RCOR2,RCOR2,IPI00217874,IPI00217874,REST corepressor 2,523,"( 21 ,16 ,17 )","( 39 ,38 ,31 )",0.490682618,5.22399e-05,-9.859664736,3.551625865,0.000106464,-9.147706976,3.71416585,0.064769521,gray
PRKACA,PRKACA,IPI00396630,IPI00217960;IPI00396630,Isoform 1 of cAMP-dependent protein kinase catalytic subunit alpha,351,"( 4.25 ,4.25 ,13.65 )","( 16.3333 ,17.4 ,11.3333 )",0.4192964,2.75235e-05,-10.50047018,3.855444779,6.56421e-05,-9.63129297,4.541925805,0.064850256,gray
MIOS,MIOS,IPI00301987,IPI00889558;IPI00301987,Isoform 1 of WD repeat-containing protein mio,875,"( 17 ,19 ,26 )","( 24 ,20 ,33 )",0.795013579,3.55403e-05,-10.24484368,0.525085554,4.4704e-05,-10.01544759,1.47515853,0.064860337,gray
REST,REST,IPI00159969,IPI00816510;IPI00159969;IPI00816561,Isoform 1 of RE1-silencing transcription factor,1097,"( 4 ,3 ,3 )","( 0 ,2 ,0 )",4.089955024,4.60047e-06,-12.28935315,3.163810645,1.12482e-06,-13.69788712,6.461079346,0.064878414,gray
TMED4,TMED4,IPI00296259,IPI00953634;IPI00914891;IPI00914908;IPI00296259,Isoform 1 of Transmembrane emp24 domain-containing protein 4,227,"( 22.8551 ,10.3846 ,18.4091 )","( 25.7059 ,33.2963 ,37.4854 )",0.506442717,0.00011035,-9.111855282,5.002508151,0.000217892,-8.431511225,1.204236235,0.064981763,gray
ATP6V1H,ATP6V1H,IPI00296191,IPI00296191;IPI00414079;IPI00909198,Isoform 1 of V-type proton ATPase subunit H,483,"( 7 ,11 ,25 )","( 18 ,20 ,28 )",0.567417624,3.95256e-05,-10.13856193,3.833310007,6.96588e-05,-9.571902234,0.154911258,0.065022612,gray
RPL30,RPL30,IPI00219156,IPI00872940;IPI00219156,60S ribosomal protein L30,115,"( 120 ,152 ,222 )","( 87 ,77 ,175 )",1.486109736,0.002118372,-6.157107203,1.445822639,0.001425448,-6.553268994,3.920586023,0.065031232,gray
CCDC50,CCDC50,IPI00217059,IPI00217059;IPI00383423,Isoform 2 of Coiled-coil domain-containing protein 50,482,"( 4 ,7 ,4 )","( 8 ,7 ,10 )",0.423486338,1.5285e-05,-11.08863617,4.437705461,3.60933e-05,-10.22940215,3.206220238,0.065494785,gray
PFKP,PFKP,IPI00009790,IPI00639981;IPI00009790;IPI00552617,6-phosphofructokinase type C,784,"( 167.475 ,166.228 ,335.215 )","( 125.013 ,105.392 ,211.102 )",1.447118704,0.000411226,-7.796366798,1.838749788,0.000284169,-8.165941277,2.571903797,0.065507628,gray
ABHD10,ABHD10,IPI00020075,IPI00020075,"Abhydrolase domain-containing protein 10, mitochondrial",306,"( 23 ,16 ,24 )","( 31 ,24 ,47 )",0.621446754,0.000103246,-9.178397512,2.750201341,0.000166138,-8.702692468,2.401426003,0.065718614,gray
DNASE2,DNASE2,IPI00010348,IPI00922554;IPI00010348,Deoxyribonuclease-2-alpha,360,"( 8 ,13 ,11 )","( 16 ,13 ,29 )",0.564845172,4.44031e-05,-10.02220016,3.03627486,7.86112e-05,-9.450996547,2.643098185,0.065799383,gray
TUBGCP2,TUBGCP2,IPI00922855,IPI00029705;IPI00922855,TUBGCP2 protein,930,"( 24 ,40 ,35 )","( 42 ,54 ,57 )",0.627405966,5.3032e-05,-9.844614795,2.997468451,8.45258e-05,-9.37845332,1.362246243,0.065943962,gray
PTER,PTER,IPI00100933,IPI00100933;IPI00903152,Isoform 1 of Phosphotriesterase-related protein,349,"( 0 ,2 ,0 )","( 6 ,2 ,5 )",0.199318054,3.47593e-06,-12.56964804,7.464584848,1.74391e-05,-10.95679457,5.495052997,0.06606514,gray
PPIG,PPIG,IPI00006298,IPI00917609;IPI00917908;IPI00409624;IPI00006298;IPI00953709,Isoform 1 of Peptidyl-prolyl cis-trans isomerase G,754,"( 9 ,12 ,10 )","( 13 ,18 ,18 )",0.608009898,2.11436e-05,-10.76417381,2.938166035,3.47751e-05,-10.26660969,1.307080328,0.066121912,gray
ATRN,ATRN,IPI00027235,IPI00939169;IPI00162735;IPI00027235;IPI00218460;IPI00940485,Isoform 1 of Attractin,1429,"( 3 ,4 ,3 )","( 4 ,6 ,9 )",0.542802653,3.55489e-06,-12.5471865,2.921948702,6.54914e-06,-11.93617704,1.753461825,0.066235249,gray
PAWR,PAWR,IPI00001871,IPI00001871,PRKC apoptosis WT1 regulator protein,340,"( 49 ,51 ,91 )","( 23 ,44 ,56 )",1.562262342,0.000274388,-8.200967968,1.016520071,0.000175635,-8.647102958,3.433275537,0.066281484,gray
ARHGEF10,ARHGEF10,IPI00413517,IPI00419950;IPI00414886;IPI00789317;IPI00413517;IPI00873672,Isoform 1 of Rho guanine nucleotide exchange factor 10,1369,"( 27 ,32 ,20 )","( 5 ,14 ,5 )",3.45209663,2.90964e-05,-10.44489584,4.66255492,8.42862e-06,-11.68387761,6.038261239,0.066343339,gray
FLJ46321,FAM75D1,IPI00399119,IPI00399119,FAM75-like protein FLJ46321,1576,"( 0 ,2 ,0 )","( 2 ,3 ,6 )",0.236318174,7.69736e-07,-14.07721782,6.662595354,3.2572e-06,-12.63464163,2.721117362,0.066434164,gray
